image_id class_id path
1 2 ISIC_data_full_scale/ISIC_0000000.jpg
2 2 ISIC_data_full_scale/ISIC_0000001.jpg
3 1 ISIC_data_full_scale/ISIC_0000002.jpg
4 2 ISIC_data_full_scale/ISIC_0000003.jpg
5 1 ISIC_data_full_scale/ISIC_0000004.jpg
6 2 ISIC_data_full_scale/ISIC_0000006.jpg
7 2 ISIC_data_full_scale/ISIC_0000007.jpg
8 2 ISIC_data_full_scale/ISIC_0000008.jpg
9 2 ISIC_data_full_scale/ISIC_0000009.jpg
10 2 ISIC_data_full_scale/ISIC_0000010.jpg
11 2 ISIC_data_full_scale/ISIC_0000011.jpg
12 2 ISIC_data_full_scale/ISIC_0000012.jpg
13 1 ISIC_data_full_scale/ISIC_0000013.jpg
14 2 ISIC_data_full_scale/ISIC_0000014.jpg
15 2 ISIC_data_full_scale/ISIC_0000015.jpg
16 2 ISIC_data_full_scale/ISIC_0000016.jpg
17 2 ISIC_data_full_scale/ISIC_0000017_downsampled.jpg
18 2 ISIC_data_full_scale/ISIC_0000018_downsampled.jpg
19 2 ISIC_data_full_scale/ISIC_0000019_downsampled.jpg
20 2 ISIC_data_full_scale/ISIC_0000020_downsampled.jpg
21 2 ISIC_data_full_scale/ISIC_0000021_downsampled.jpg
22 1 ISIC_data_full_scale/ISIC_0000022_downsampled.jpg
23 2 ISIC_data_full_scale/ISIC_0000023_downsampled.jpg
24 2 ISIC_data_full_scale/ISIC_0000024_downsampled.jpg
25 2 ISIC_data_full_scale/ISIC_0000025_downsampled.jpg
26 1 ISIC_data_full_scale/ISIC_0000026_downsampled.jpg
27 2 ISIC_data_full_scale/ISIC_0000027_downsampled.jpg
28 2 ISIC_data_full_scale/ISIC_0000028_downsampled.jpg
29 1 ISIC_data_full_scale/ISIC_0000029_downsampled.jpg
30 1 ISIC_data_full_scale/ISIC_0000030_downsampled.jpg
31 1 ISIC_data_full_scale/ISIC_0000031_downsampled.jpg
32 2 ISIC_data_full_scale/ISIC_0000032_downsampled.jpg
33 2 ISIC_data_full_scale/ISIC_0000034_downsampled.jpg
34 1 ISIC_data_full_scale/ISIC_0000035_downsampled.jpg
35 1 ISIC_data_full_scale/ISIC_0000036_downsampled.jpg
36 2 ISIC_data_full_scale/ISIC_0000037_downsampled.jpg
37 2 ISIC_data_full_scale/ISIC_0000038_downsampled.jpg
38 2 ISIC_data_full_scale/ISIC_0000039_downsampled.jpg
39 1 ISIC_data_full_scale/ISIC_0000040_downsampled.jpg
40 2 ISIC_data_full_scale/ISIC_0000041_downsampled.jpg
41 2 ISIC_data_full_scale/ISIC_0000042_downsampled.jpg
42 1 ISIC_data_full_scale/ISIC_0000043_downsampled.jpg
43 2 ISIC_data_full_scale/ISIC_0000044_downsampled.jpg
44 2 ISIC_data_full_scale/ISIC_0000045_downsampled.jpg
45 1 ISIC_data_full_scale/ISIC_0000046_downsampled.jpg
46 2 ISIC_data_full_scale/ISIC_0000047_downsampled.jpg
47 2 ISIC_data_full_scale/ISIC_0000048_downsampled.jpg
48 1 ISIC_data_full_scale/ISIC_0000049_downsampled.jpg
49 2 ISIC_data_full_scale/ISIC_0000050_downsampled.jpg
50 2 ISIC_data_full_scale/ISIC_0000051_downsampled.jpg
51 2 ISIC_data_full_scale/ISIC_0000052_downsampled.jpg
52 2 ISIC_data_full_scale/ISIC_0000053_downsampled.jpg
53 1 ISIC_data_full_scale/ISIC_0000054_downsampled.jpg
54 2 ISIC_data_full_scale/ISIC_0000055_downsampled.jpg
55 1 ISIC_data_full_scale/ISIC_0000056_downsampled.jpg
56 2 ISIC_data_full_scale/ISIC_0000057_downsampled.jpg
57 2 ISIC_data_full_scale/ISIC_0000058_downsampled.jpg
58 2 ISIC_data_full_scale/ISIC_0000059_downsampled.jpg
59 2 ISIC_data_full_scale/ISIC_0000060_downsampled.jpg
60 2 ISIC_data_full_scale/ISIC_0000061_downsampled.jpg
61 2 ISIC_data_full_scale/ISIC_0000062_downsampled.jpg
